utterance,intent,source_row
What's the best way to start learning about blockchain?,ask_info,48
Can AI help in environmental conservation?,ask_info,49
What are the latest trends in AI research?,ask_info,50
How can I stay motivated while learning to code?,ask_info,51
What's a simple explanation of quantum computing?,ask_info,52
Can you recommend a good science fiction book?,ask_info,53
"Can AI help in environmental conservation? ""Yes AI can significantly aid in environmental conservation by analyzing large datasets for climate modeling monitoring wildlife and optimizing energy consumption."" "" Can AI help in environmental conservation?",confirmation,54
"What are the latest trends in AI research? ""Current trends in AI research include explainable AI (XAI) reinforcement learning federated learning for data privacy and AI for healthcare and drug discovery."" "" What are the latest trends in AI research?",confirmation,55
"What's the best way to start learning about blockchain? ""Starting with the basics of how blockchain technology works reading authoritative articles and experimenting with simple blockchain projects can be effective ways to learn about blockchain."" "" What's the best way to start learning about blockchain?",confirmation,56
"Can AI help in environmental conservation? ""Yes AI can significantly aid in environmental conservation by analyzing large datasets for climate modeling monitoring wildlife and optimizing energy consumption."" "" Can AI help in environmental conservation?",confirmation,57
"What are the latest trends in AI research? ""Current trends in AI research include explainable AI (XAI) reinforcement learning federated learning for data privacy and AI for healthcare and drug discovery."" "" What are the latest trends in AI research?",confirmation,58
Hello I would like to book a hotel room.,greeting,59
Hello I'm looking to reserve a hotel room.,greeting,60
Good day I need to book accommodation.,greeting,61
I'd like to book a hotel room.,book_hotel,62
I want to visit [City Name].,confirmation,63
I will visit from [Check in Date] until [Check out Date].,confirmation,64
I want to visit [City Name].,confirmation,65
I will visit from [Check in Date] until [Check out Date].,confirmation,66
I want to visit [City Name].,confirmation,67
I will visit from [Check in Date] until [Check out Date].,confirmation,68
I want to visit [City Name].,confirmation,69
I will visit from [Check in Date] until [Check out Date].,confirmation,70
I will visit from [Check in Date] until [Check out Date].,confirmation,71
I need to make a hotel reservation.,confirmation,72
I will visit from [Check in Date] until [Check out Date].,confirmation,73
I want to visit [City Name].,confirmation,74
I will visit from [Check in Date] until [Check out Date].,confirmation,75
I will visit from [Check in Date] until [Check out Date].,confirmation,76
I will visit from [Check in Date] until [Check out Date].,confirmation,77
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,78
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ256 per night.""",provide_location,79
Does it include breakfast?,ask_info,80
"""Yes please. Book it for me. """,confirmation,81
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,82
"I'd like something in Hackney London with a good rating. Budget is around ‰âÂåÊ122 per night. """,confirmation,83
Does it include breakfast?,ask_info,84
"""Yes please. Book it for me.""",confirmation,85
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,86
"I'd like something in Hammersmith and Fulham London with a good rating. Budget is around ‰âÂåÊ52 per night.""",confirmation,87
Does it include breakfast?,ask_info,88
"""Yes please. Book it for me.""",confirmation,89
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,90
"I'd like something in Acton London with a good rating. Budget is around ‰âÂåÊ76 per night. """,provide_location,91
Does it include breakfast?,ask_info,92
This is a great choice!,confirmation,93
Yes my name is {name}. My email is {email} and my phone number is {phone number}.,confirmation,94
"""Yes please. Book it for me.""",confirmation,95
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,96
This is a great choice!,confirmation,97
Yes my name is {name}. My email is {email} and my phone number is {phone number}.,confirmation,98
"I'd like something in Lambeth London with a good rating. Budget is around ‰âÂåÊ124 per night.""",provide_location,99
This is a great choice!,confirmation,100
Yes my name is {name}. My email is {email} and my phone number is {phone number}.,confirmation,101
Does it include breakfast?,ask_info,102
"""Yes please. Book it for me. """,confirmation,103
Yes my name is {name}. My email is {email} and my phone number is {phone number}.,confirmation,104
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,105
"I'd like something in Lambeth London with a good rating. Budget is around ‰âÂåÊ92 per night. """,provide_location,106
Great! Please book it for me!,confirmation,107
Yes my name is [Name]. You can reach me at [Email] and [Phone Number].,confirmation,108
Does it include breakfast?,ask_info,109
"""Yes please. Book it for me. """,confirmation,110
Yes my name is [Name]. You can reach me at [Email] and [Phone Number].,confirmation,111
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,112
"I'd like something in Kensington and Chelsea London with a good rating. Budget is around ‰âÂåÊ76 per night. """,confirmation,113
"I'd like something in Lambeth London with a good rating. Budget is around ‰âÂåÊ92 per night. """,provide_location,114
Great! Please book it for me!,confirmation,115
Does it include breakfast?,ask_info,116
Yes my name is [Name]. You can reach me at [Email] and [Phone Number].,confirmation,117
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,118
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ76 per night.""",provide_location,119
Does it include breakfast?,ask_info,120
This is a great choice!,confirmation,121
Yes my name is {name}. My email is {email} and my phone number is {phone number}.,confirmation,122
"I'd like something in Camden London with a good rating. Budget is around ‰âÂåÊ37 per night. """,provide_location,123
Does it include breakfast?,ask_info,124
"""Yes please. Book it for me.""",confirmation,125
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,126
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ65 per night.""",provide_location,127
Does it include breakfast?,ask_info,128
"""Yes please. Book it for me.""",confirmation,129
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,130
"I'd like something in Tower Hamlets London with a good rating. Budget is around ‰âÂåÊ66 per night.""",confirmation,131
Does it include breakfast?,ask_info,132
"""Yes please. Book it for me.""",confirmation,133
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,134
"I'd like something in Tower Hamlets London with a good rating. Budget is around ‰âÂåÊ21 per night.""",confirmation,135
Does it include breakfast?,ask_info,136
"""Yes please. Book it for me.""",confirmation,137
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,138
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ82 per night.""",provide_location,139
Does it include breakfast?,ask_info,140
"""Yes please. Book it for me.""",confirmation,141
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,142
"I'd like something in City of London London with a good rating. Budget is around ‰âÂåÊ162 per night.""",confirmation,143
Does it include breakfast?,ask_info,144
"""Yes please. Book it for me.""",confirmation,145
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,146
"I'd like something in Tower Hamlets London with a good rating. Budget is around ‰âÂåÊ19 per night.""",confirmation,147
Does it include breakfast?,ask_info,148
"""Yes please. Book it for me.""",confirmation,149
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,150
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ122 per night.""",provide_location,151
Does it include breakfast?,ask_info,152
"""Yes please. Book it for me.""",confirmation,153
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,154
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ63 per night.""",confirmation,155
Does it include breakfast?,ask_info,156
"""Yes please. Book it for me.""",confirmation,157
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,158
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ87 per night.""",provide_location,159
Does it include breakfast?,ask_info,160
"""Yes please. Book it for me.""",confirmation,161
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,162
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ70 per night.""",confirmation,163
Does it include breakfast?,ask_info,164
"""Yes please. Book it for me.""",confirmation,165
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,166
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ186 per night. """,provide_location,167
Does it include breakfast?,ask_info,168
"""Yes please. Book it for me.""",confirmation,169
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,170
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ80 per night.""",confirmation,171
Does it include breakfast?,ask_info,172
"""Yes please. Book it for me.""",confirmation,173
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,174
"I'd like something in Islington London with a good rating. Budget is around ‰âÂåÊ135 per night.""",provide_location,175
Does it include breakfast?,ask_info,176
"""Yes please. Book it for me.""",confirmation,177
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,178
"I'd like something in City of London London with a good rating. Budget is around ‰âÂåÊ199 per night.""",provide_location,179
Does it include breakfast?,ask_info,180
"""Yes please. Book it for me.""",confirmation,181
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,182
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ111 per night.""",provide_location,183
Does it include breakfast?,ask_info,184
"""Yes please. Book it for me.""",confirmation,185
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,186
"I'd like something in Westminster Borough London with a good rating. Budget is around ‰âÂåÊ163 per night.""",confirmation,187
Does it include breakfast?,ask_info,188
"""Yes please. Book it for me.""",confirmation,189
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,190
"I'd like something in Luxembourg with a good rating. Budget is around ‰âÂåÊ180 per night.""",confirmation,191
Does it include breakfast?,ask_info,192
"""Yes please. Book it for me.""",confirmation,193
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,194
"I'd like something in Luxembourg with a good rating. Budget is around ‰âÂåÊ95 per night.""",provide_location,195
Does it include breakfast?,ask_info,196
"""Yes please. Book it for me.""",confirmation,197
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,198
"""I'd like something in Gare "" Luxembourg with a good rating. Budget is around ‰âÂåÊ113 per night.""",confirmation,199
Does it include breakfast?,ask_info,200
"""Yes please. Book it for me. """,confirmation,201
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,202
"I'd like something in Westminster Borough London with a good rating. Budget is around â¬Â 80 per night. """,provide_location,203
Does it include breakfast?,ask_info,204
"""Yes please. Book it for me.""",confirmation,205
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,206
"I'd like something in Islington London with a good rating. Budget is around â¬Â 135 per night.""",provide_location,207
Does it include breakfast?,ask_info,208
"""Yes please. Book it for me.""",confirmation,209
"""Hi I'm planning a"" trip to London and need a hotel. """,greeting,210
"I'd like something in City of London London with a good rating. Budget is around â¬Â 199 per night.""",provide_location,211
Does it include breakfast?,ask_info,212
"""Yes please. Book it for me.""",confirmation,213
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,214
"I'd like something in Westminster Borough London with a good rating. Budget is around â¬Â 111 per night.""",provide_location,215
Does it include breakfast?,ask_info,216
"""Yes please. Book it for me.""",confirmation,217
"""Hi I'm planning a"" trip to London and need a hotel.""",greeting,218
"I'd like something in Westminster Borough London with a good rating. Budget is around â¬Â 163 per night.""",provide_location,219
Does it include breakfast?,ask_info,220
"""Yes please. Book it for me.""",confirmation,221
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,222
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 180 per night.""",confirmation,223
Does it include breakfast?,ask_info,224
"""Yes please. Book it for me.""",confirmation,225
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,226
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 95 per night.""",confirmation,227
Does it include breakfast?,ask_info,228
"""Yes please. Book it for me.""",confirmation,229
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,230
"""I'd like something in Gare "" Luxembourg with a good rating. Budget is around â¬Â 113 per night.""",confirmation,231
Does it include breakfast?,ask_info,232
"""Yes please. Book it for me.""",confirmation,233
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,234
"""I'd like something in Gare "" Luxembourg with a good rating. Budget is around â¬Â 148 per night.""",confirmation,235
Does it include breakfast?,ask_info,236
"""Yes please. Book it for me.""",confirmation,237
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,238
"I'd like something in Grund Luxembourg with a good rating. Budget is around â¬Â 72 per night.""",provide_location,239
Does it include breakfast?,ask_info,240
"""Yes please. Book it for me.""",confirmation,241
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,242
"I'd like something in Ville Haute Luxembourg with a good rating. Budget is around â¬Â 181 per night.""",confirmation,243
Does it include breakfast?,ask_info,244
"""Yes please. Book it for me.""",confirmation,245
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,246
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 129 per night.""",confirmation,247
Does it include breakfast?,ask_info,248
"""Yes please. Book it for me.""",confirmation,249
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,250
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 119 per night.""",confirmation,251
Does it include breakfast?,ask_info,252
"""Yes please. Book it for me.""",confirmation,253
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,254
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 95 per night.""",confirmation,255
Does it include breakfast?,ask_info,256
"""Yes please. Book it for me.""",confirmation,257
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,258
"I'd like something in Ville Haute Luxembourg with a good rating. Budget is around â¬Â 270 per night.""",provide_location,259
Does it include breakfast?,ask_info,260
"""Yes please. Book it for me.""",confirmation,261
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,262
"I'd like something in Belair Luxembourg with a good rating. Budget is around â¬Â 85 per night.""",confirmation,263
Does it include breakfast?,ask_info,264
"""Yes please. Book it for me.""",confirmation,265
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,266
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 107 per night.""",confirmation,267
Does it include breakfast?,ask_info,268
"""Yes please. Book it for me.""",confirmation,269
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,270
"""I'd like something in Gare "" Luxembourg with a good rating. Budget is around â¬Â 124 per night.""",confirmation,271
Does it include breakfast?,ask_info,272
"""Yes please. Book it for me.""",confirmation,273
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,274
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 121 per night.""",confirmation,275
Does it include breakfast?,ask_info,276
"""Yes please. Book it for me.""",confirmation,277
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,278
"""I'd like something in Gare "" Luxembourg with a good rating. Budget is around â¬Â 193 per night.""",confirmation,279
Does it include breakfast?,ask_info,280
"""Yes please. Book it for me.""",confirmation,281
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.",greeting,282
"""I'd like something in Gare "" Luxembourg with a good rating. Budget is around â¬Â 133 per night.",confirmation,283
Does it include breakfast?,ask_info,284
"""Yes please. Book it for me.""",confirmation,285
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,286
"""I'd like something in Gare "" Luxembourg with a good rating. Budget is around â¬Â 128 per night.""",confirmation,287
Does it include breakfast?,ask_info,288
"""Yes please. Book it for me.""",confirmation,289
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,290
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 104 per night.""",confirmation,291
Does it include breakfast?,ask_info,292
"""Yes please. Book it for me.""",confirmation,293
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,294
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 103 per night.""",confirmation,295
Does it include breakfast?,ask_info,296
"""Yes please. Book it for me.""",confirmation,297
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,298
"I'd like something in Bonnevoie Luxembourg with a good rating. Budget is around â¬Â 215 per night.""",provide_location,299
Does it include breakfast?,ask_info,300
"""Yes please. Book it for me.""",confirmation,301
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,302
"""I'd like something in Gare "" Luxembourg with a good rating. Budget is around â¬Â 112 per night.""",confirmation,303
Does it include breakfast?,ask_info,304
"""Yes please. Book it for me.""",confirmation,305
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,306
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 66 per night.""",confirmation,307
Does it include breakfast?,ask_info,308
"""Yes please. Book it for me.""",confirmation,309
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,310
"I'd like something in Luxembourg with a good rating. Budget is around â¬Â 72 per night.""",confirmation,311
Does it include breakfast?,ask_info,312
"""Yes please. Book it for me.""",confirmation,313
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,314
"I'd like something in Bonnevoie Luxembourg with a good rating. Budget is around â¬Â 152 per night.""",provide_location,315
Does it include breakfast?,ask_info,316
"""Yes please. Book it for me.""",confirmation,317
"""Hi I'm planning a"" trip to Luxembourg and need a hotel.""",greeting,318
"""I'd like something in Gare "" Luxembourg with a good rating. Budget is around â¬Â 145 per night.""",confirmation,319
Does it include breakfast?,ask_info,320
"""Yes please. Book it for me.""",confirmation,321
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,322
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 86 per night.""",provide_location,323
Does it include breakfast?,ask_info,324
"""Yes please. Book it for me.""",confirmation,325
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,326
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 94 per night.""",provide_location,327
Does it include breakfast?,ask_info,328
"""Yes please. Book it for me.""",confirmation,329
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,330
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 26 per night.""",provide_location,331
Does it include breakfast?,ask_info,332
"""Yes please. Book it for me.""",confirmation,333
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,334
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 24 per night.""",provide_location,335
Does it include breakfast?,ask_info,336
"""Yes please. Book it for me.""",confirmation,337
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,338
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 74 per night.""",provide_location,339
Does it include breakfast?,ask_info,340
"""Yes please. Book it for me.""",confirmation,341
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,342
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 26 per night.""",provide_location,343
Does it include breakfast?,ask_info,344
"""Yes please. Book it for me.""",confirmation,345
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,346
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 41 per night.""",provide_location,347
Does it include breakfast?,ask_info,348
"""Yes please. Book it for me.""",confirmation,349
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,350
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 67 per night.""",provide_location,351
Does it include breakfast?,ask_info,352
"""Yes please. Book it for me.""",confirmation,353
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,354
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 48 per night.""",provide_location,355
Does it include breakfast?,ask_info,356
"""Yes please. Book it for me.""",confirmation,357
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,358
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 52 per night.""",provide_location,359
Does it include breakfast?,ask_info,360
"""Yes please. Book it for me.""",confirmation,361
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,362
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 60 per night.""",provide_location,363
Does it include breakfast?,ask_info,364
"""Yes please. Book it for me.""",confirmation,365
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,366
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 55 per night.""",provide_location,367
Does it include breakfast?,ask_info,368
"""Yes please. Book it for me.""",confirmation,369
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,370
"I'd like something in Bonfim Porto with a good rating. Budget is around â¬Â 27 per night.""",provide_location,371
Does it include breakfast?,ask_info,372
"""Yes please. Book it for me.""",confirmation,373
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,374
"I'd like something in Bonfim Porto with a good rating. Budget is around â¬Â 41 per night.""",provide_location,375
Does it include breakfast?,ask_info,376
"""Yes please. Book it for me.""",confirmation,377
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,378
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 87 per night.""",provide_location,379
Does it include breakfast?,ask_info,380
"""Yes please. Book it for me.""",confirmation,381
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,382
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 75 per night.""",provide_location,383
Does it include breakfast?,ask_info,384
"""Yes please. Book it for me.""",confirmation,385
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,386
"I'd like something in Bonfim Porto with a good rating. Budget is around â¬Â 50 per night.""",provide_location,387
Does it include breakfast?,ask_info,388
"""Yes please. Book it for me.""",confirmation,389
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,390
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 46 per night.""",provide_location,391
Does it include breakfast?,ask_info,392
"""Yes please. Book it for me.""",confirmation,393
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,394
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 45 per night.""",provide_location,395
Does it include breakfast?,ask_info,396
"""Yes please. Book it for me.""",confirmation,397
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,398
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 80 per night.""",provide_location,399
Does it include breakfast?,ask_info,400
"""Yes please. Book it for me.""",confirmation,401
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,402
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 69 per night.""",provide_location,403
Does it include breakfast?,ask_info,404
"""Yes please. Book it for me.""",confirmation,405
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,406
"I'd like something in Paranhos Porto with a good rating. Budget is around â¬Â 50 per night.""",provide_location,407
Does it include breakfast?,ask_info,408
"""Yes please. Book it for me.""",confirmation,409
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,410
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 31 per night.""",provide_location,411
Does it include breakfast?,ask_info,412
"""Yes please. Book it for me.""",confirmation,413
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,414
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 52 per night.""",provide_location,415
Does it include breakfast?,ask_info,416
"""Yes please. Book it for me.""",confirmation,417
"""Hi I'm planning a"" trip to Porto and need a hotel.""",greeting,418
"I'd like something in UniÃ£o de Freguesias do Centro Porto with a good rating. Budget is around â¬Â 91 per night.""",provide_location,419
Does it include breakfast?,ask_info,420
"""Yes please. Book it for me.""",confirmation,421
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,422
"I'd like something in SarriÃ -St. Gervasi Barcelona with a good rating. Budget is around â¬Â 309 per night.""",confirmation,423
Does it include breakfast?,ask_info,424
"""Yes please. Book it for me.""",confirmation,425
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,426
"I'd like something in Sants-MontjuÃ¯c Barcelona with a good rating. Budget is around â¬Â 194 per night.""",confirmation,427
Does it include breakfast?,ask_info,428
"""Yes please. Book it for me.""",confirmation,429
"""Hi I'm planning a"" trip to Barcelona and need a hotel. """,greeting,430
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 60 per night. """,confirmation,431
Does it include breakfast?,ask_info,432
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,433
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 145 per night.""",provide_location,434
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,435
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 114 per night.""",provide_location,436
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,437
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 120 per night.""",provide_location,438
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,439
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 103 per night.""",provide_location,440
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,441
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 180 per night.""",provide_location,442
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,443
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 175 per night.""",provide_location,444
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,445
"I'd like something in GrÃ cia Barcelona with a good rating. Budget is around â¬Â 88 per night.""",provide_location,446
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,447
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 155 per night.""",provide_location,448
Does it include breakfast?,ask_info,449
"""Yes please. Book it for me.""",confirmation,450
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,451
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 150 per night.""",provide_location,452
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,453
